utterance,loglikelihood
words-BABEL-BP-101-17203-20111026-135130-L3-scripted,-46.3145
words-BABEL-BP-101-29302-20111023-164818-S7-scripted,-39.80013541666667
words-BABEL-BP-101-32890-20111130-214858-O4-scripted,-27.646943396226416
words-BABEL-BP-101-40123-20111129-175409-C6-scripted,-38.560397959183675
words-BABEL-BP-101-93091-20111022-180541-D3-scripted,-25.3175
words-BABEL-BP-101-77802-20111125-184926-C3-scripted,-37.39763529411765
words-BABEL-BP-101-21584-20111030-204116-L2-scripted,-40.76836363636364
words-BABEL-BP-101-96438-20111125-192936-I2-scripted,-22.660534210526315
words-BABEL-BP-101-37766-20111130-004858-O3-scripted,-27.72096551724138
words-BABEL-BP-101-32295-20111111-142530-L3-scripted,-46.48719841269841
words-BABEL-BP-101-59961-20111031-201900-M1-scripted,-48.10148192771084
words-BABEL-BP-101-76341-20111027-124032-A1-scripted,-23.056673076923076
words-BABEL-BP-101-20518-20111119-172748-T2-scripted,-33.478123076923076
words-BABEL-BP-101-20518-20111119-173016-I1-scripted,-27.43860869565217
words-BABEL-BP-101-50842-20111030-164656-S8-scripted,-35.77344859813084
words-BABEL-BP-101-12897-20111115-163125-I2-scripted,-23.277102777777777
words-BABEL-BP-101-28161-20111024-172802-SB-scripted,-49.75478571428572
words-BABEL-BP-101-20590-20111017-165155-S9-scripted,-55.679707692307694
words-BABEL-BP-101-80953-20111122-194617-O7-scripted,-28.65538775510204
words-BABEL-BP-101-91401-20111027-205430-O5-scripted,-30.504745454545453
words-BABEL-BP-101-88929-20111118-195505-T1-scripted,-36.50123287671233
words-BABEL-BP-101-53985-20111027-131732-D3-scripted,-31.05238181818182
words-BABEL-BP-101-37766-20111130-005234-D2-scripted,-47.43853571428571
words-BABEL-BP-101-59868-20111020-204234-O4-scripted,-43.45802325581395
words-BABEL-BP-101-19147-20111021-172006-O5-scripted,-31.988805970149254
words-BABEL-BP-101-36424-20111119-142540-O3-scripted,-24.865666666666666
words-BABEL-BP-101-41513-20111121-135552-I2-scripted,-24.32124705882353
words-BABEL-BP-101-77886-20111026-160337-S7-scripted,-51.54732539682539
words-BABEL-BP-101-76661-20111024-184952-L3-scripted,-44.65136507936508
words-BABEL-BP-101-24608-20111019-184556-C6-scripted,-34.65589361702128
words-BABEL-BP-101-45642-20111027-165434-O7-scripted,-36.18272413793103
words-BABEL-BP-101-15142-20111029-162051-S0-scripted,-47.18403333333333
words-BABEL-BP-101-51727-20111117-001756-S3-scripted,-37.270407407407404
words-BABEL-BP-101-29959-20111116-195355-T3-scripted,-35.4341
words-BABEL-BP-101-94514-20111127-124829-N1-scripted,-32.94987323943662
words-BABEL-BP-101-17013-20111117-005425-O3-scripted,-29.880373493975902
words-BABEL-BP-101-37285-20111028-000831-O7-scripted,-29.47856862745098
words-BABEL-BP-101-74451-20111117-161348-T3-scripted,-32.363521739130434
words-BABEL-BP-101-76733-20111128-131301-L2-scripted,-34.82325287356322
words-BABEL-BP-101-90577-20111014-142615-S4-scripted,-47.93982142857143
words-BABEL-BP-101-60826-20111120-162619-O3-scripted,-26.219321428571426
words-BABEL-BP-101-17606-20111127-135718-I2-scripted,-23.70665384615385
words-BABEL-BP-101-17203-20111026-135220-D2-scripted,-46.28051190476191
words-BABEL-BP-101-45472-20111020-164923-S1-scripted,-47.53223529411765
words-BABEL-BP-101-39809-20111025-180316-N1-scripted,-35.674130434782604
words-BABEL-BP-101-69137-20111121-154625-M1-scripted,-31.272322580645163
words-BABEL-BP-101-12631-20111020-133514-D3-scripted,-29.825596774193546
words-BABEL-BP-101-45511-20111025-200224-S6-scripted,-42.63303174603174
words-BABEL-BP-101-90819-20111126-171622-O6-scripted,-24.550814814814814
words-BABEL-BP-101-87351-20111019-210954-L1-scripted,-34.521457142857145
words-BABEL-BP-101-51727-20111117-001847-S6-scripted,-34.302328571428575
words-BABEL-BP-101-89674-20111025-183638-C5-scripted,-37.253829268292684
words-BABEL-BP-101-37461-20111022-201953-O6-scripted,-27.600344827586206
words-BABEL-BP-101-19147-20111021-172311-T3-scripted,-29.979693548387097
words-BABEL-BP-101-73786-20111019-131145-N1-scripted,-48.441394736842106
words-BABEL-BP-101-40346-20111018-163212-A1-scripted,-39.707071428571425
words-BABEL-BP-101-86016-20111118-134412-T2-scripted,-35.55866153846154
words-BABEL-BP-101-52642-20111129-212521-C2-scripted,-33.36351086956522
words-BABEL-BP-101-82484-20111103-152220-N1-scripted,-38.16030864197531
words-BABEL-BP-101-34930-20111023-235654-L1-scripted,-44.02596470588235
words-BABEL-BP-101-71778-20111121-145125-O3-scripted,-23.49148979591837
words-BABEL-BP-101-38956-20111025-172601-S8-scripted,-42.55271764705883
words-BABEL-BP-101-24642-20111129-125430-C5-scripted,-45.183060975609756
words-BABEL-BP-101-47661-20111028-180401-S4-scripted,-35.148014492753624
words-BABEL-BP-101-58190-20111124-201539-O7-scripted,-28.012215686274512
words-BABEL-BP-101-69650-20111025-213812-S7-scripted,-39.538440860215054
words-BABEL-BP-101-83791-20111017-203253-L3-scripted,-35.96987
words-BABEL-BP-101-84042-20111129-183122-C2-scripted,-41.993873015873014
words-BABEL-BP-101-72718-20111129-162620-SA-scripted,-42.535246913580245
words-BABEL-BP-101-49624-20111120-195523-A1-scripted,-23.75169761904762
words-BABEL-BP-101-59961-20111031-202137-S2-scripted,-42.35265625
words-BABEL-BP-101-25236-20111129-192120-S2-scripted,-37.195564705882354
words-BABEL-BP-101-54315-20111018-145018-C5-scripted,-38.174197368421055
words-BABEL-BP-101-35179-20111124-125200-S6-scripted,-32.33803703703703
words-BABEL-BP-101-91481-20111124-205957-T1-scripted,-33.13864615384615
words-BABEL-BP-101-80156-20111023-195944-O2-scripted,-29.677608695652175
words-BABEL-BP-101-87564-20111130-173326-C1-scripted,-30.362910447761195
words-BABEL-BP-101-14936-20111026-200658-S9-scripted,-43.68327848101266
words-BABEL-BP-101-13781-20111125-142509-L1-scripted,-34.17321232876712
words-BABEL-BP-101-36711-20111104-140026-D1-scripted,-39.10883783783784
words-BABEL-BP-101-13229-20111127-134536-O5-scripted,-42.10264705882353
words-BABEL-BP-101-85883-20111126-182020-A1-scripted,-35.41214285714286
words-BABEL-BP-101-40510-20111126-145457-D2-scripted,-33.80595238095238
words-BABEL-BP-101-69650-20111025-214217-S0-scripted,-37.51759722222222
words-BABEL-BP-101-84335-20111116-202124-S6-scripted,-30.0750873015873
words-BABEL-BP-101-95589-20111118-210013-D1-scripted,-34.37206756756757
words-BABEL-BP-101-65606-20111116-134153-O3-scripted,-25.619448979591837
words-BABEL-BP-101-17933-20111120-202939-S4-scripted,-36.55507792207792
words-BABEL-BP-101-33671-20111019-124241-S4-scripted,-51.80257936507937
words-BABEL-BP-101-96322-20111031-183818-O1-scripted,-33.725442307692305
words-BABEL-BP-101-77965-20111019-131141-O1-scripted,-40.583393939393936
words-BABEL-BP-101-29302-20111023-165023-S1-scripted,-36.514317460317464
words-BABEL-BP-101-34194-20111024-171531-S3-scripted,-33.946619047619045
words-BABEL-BP-101-53985-20111027-131359-D1-scripted,-43.40690196078431
words-BABEL-BP-101-80156-20111023-200022-S7-scripted,-42.731369747899166
words-BABEL-BP-101-98099-20111120-124327-O7-scripted,-31.362037735849057
words-BABEL-BP-101-66798-20111026-140039-O2-scripted,-45.840603174603174
words-BABEL-BP-101-53544-20111205-185041-O7-scripted,-25.52796551724138
words-BABEL-BP-101-18950-20111127-140828-O1-scripted,-26.652563636363638
words-BABEL-BP-101-74451-20111117-161219-S2-scripted,-34.474382716049384
words-BABEL-BP-101-17080-20111020-181815-O6-scripted,-34.45656756756757
words-BABEL-BP-101-81056-20111130-214315-S5-scripted,-46.53342063492064
words-BABEL-BP-101-89619-20111029-201842-T2-scripted,-32.63993421052632
words-BABEL-BP-101-88294-20111026-020916-C2-scripted,-36.550444444444445
words-BABEL-BP-101-29959-20111116-195017-O6-scripted,-29.905425925925925
words-BABEL-BP-101-12631-20111020-133743-S6-scripted,-46.34435714285714
words-BABEL-BP-101-58923-20111021-130738-C2-scripted,-36.574423423423426
words-BABEL-BP-101-87351-20111019-211319-SC-scripted,-34.34985294117647
words-BABEL-BP-101-37203-20111103-174511-S7-scripted,-40.69857798165138
words-BABEL-BP-101-17080-20111020-181906-D3-scripted,-28.558972222222224
words-BABEL-BP-101-77965-20111019-131743-S3-scripted,-41.00485074626865
words-BABEL-BP-101-83362-20111018-184332-I1-scripted,-26.37475925925926
words-BABEL-BP-101-90393-20111103-164012-O3-scripted,-24.183075471698114
words-BABEL-BP-101-42766-20111124-143227-L1-scripted,-39.20126470588235
words-BABEL-BP-101-21430-20111027-140542-SB-scripted,-34.4679693877551
words-BABEL-BP-101-86016-20111118-134509-S2-scripted,-33.33057575757576
words-BABEL-BP-101-66903-20111021-123606-D1-scripted,-38.92226315789473
words-BABEL-BP-101-68129-20111120-131319-C1-scripted,-26.56214035087719
words-BABEL-BP-101-78879-20111102-130717-S9-scripted,-51.27194444444445
words-BABEL-BP-101-39317-20111020-155621-D1-scripted,-47.261743589743595
words-BABEL-BP-101-70615-20111019-185930-O1-scripted,-34.989625
words-BABEL-BP-101-97274-20111023-145935-S6-scripted,-40.214558333333336
words-BABEL-BP-101-30168-20111118-125849-S4-scripted,-38.38476923076923
words-BABEL-BP-101-59028-20111130-194208-I2-scripted,-19.633576744186044
words-BABEL-BP-101-89619-20111029-201627-O3-scripted,-35.4105652173913
words-BABEL-BP-101-49689-20111125-172917-S8-scripted,-42.793817460317456
words-BABEL-BP-101-42615-20111018-171253-O4-scripted,-30.47886111111111
words-BABEL-BP-101-74451-20111117-160804-C1-scripted,-26.076521739130435
words-BABEL-BP-101-15142-20111029-162009-SC-scripted,-43.32013157894737
words-BABEL-BP-101-90890-20111018-140617-C1-scripted,-33.2006052631579
words-BABEL-BP-101-40439-20111203-175926-C6-scripted,-34.68532530120482
words-BABEL-BP-101-39080-20111124-175317-O1-scripted,-22.85328571428571
words-BABEL-BP-101-45361-20111124-135556-I2-scripted,-21.907932432432432
words-BABEL-BP-101-16660-20111020-203235-O7-scripted,-29.189607142857145
words-BABEL-BP-101-95650-20111019-141706-O3-scripted,-30.16003870967742
words-BABEL-BP-101-48559-20111118-123218-D1-scripted,-30.76119696969697
words-BABEL-BP-101-88929-20111118-200155-S3-scripted,-41.88398290598291
words-BABEL-BP-101-80156-20111023-200543-S3-scripted,-45.559619047619044
words-BABEL-BP-101-61822-20111022-194101-T1-scripted,-32.44461764705882
words-BABEL-BP-101-17572-20111116-153332-I2-scripted,-25.27304761904762
words-BABEL-BP-101-82217-20111115-185555-S7-scripted,-38.93286538461538
words-BABEL-BP-101-27178-20111025-172111-S3-scripted,-51.68226595744681
words-BABEL-BP-101-88464-20111119-191756-L1-scripted,-37.384884210526316
words-BABEL-BP-101-12897-20111115-163429-S2-scripted,-37.02301149425287
words-BABEL-BP-101-32452-20111022-133533-I1-scripted,-22.523570454545453
words-BABEL-BP-101-81486-20111027-154025-SB-scripted,-39.23489090909091
words-BABEL-BP-101-96438-20111125-192750-C6-scripted,-33.442587301587295
words-BABEL-BP-101-31980-20111025-124518-O5-scripted,-40.924895522388056
words-BABEL-BP-101-59868-20111020-204202-T2-scripted,-44.080999999999996
words-BABEL-BP-101-69236-20111029-173900-D1-scripted,-35.37787671232877
words-BABEL-BP-101-46243-20111020-201122-L1-scripted,-39.29244827586207
words-BABEL-BP-101-35932-20111022-195831-T1-scripted,-33.490508771929825
words-BABEL-BP-101-63339-20111019-191021-D1-scripted,-38.86889583333333
words-BABEL-BP-101-16313-20111022-215422-D3-scripted,-29.274099999999997
words-BABEL-BP-101-21584-20111030-204222-C5-scripted,-36.28310666666667
words-BABEL-BP-101-98219-20111125-153728-S9-scripted,-36.94048275862069
words-BABEL-BP-101-14915-20111119-163403-L3-scripted,-39.4430576923077
words-BABEL-BP-101-15142-20111029-161744-S9-scripted,-44.48826506024096
words-BABEL-BP-101-30168-20111118-125705-S9-scripted,-38.326825
words-BABEL-BP-101-93454-20111027-011945-I1-scripted,-50.90207142857143
words-BABEL-BP-101-58923-20111021-130612-T1-scripted,-35.2707808219178
words-BABEL-BP-101-29444-20111024-200650-N1-scripted,-34.19945945945946
words-BABEL-BP-101-86227-20111020-204416-SB-scripted,-47.087134920634924
words-BABEL-BP-101-37094-20111019-180819-S2-scripted,-44.39851388888889
words-BABEL-BP-101-28132-20111023-130446-A1-scripted,-40.422350649350655
words-BABEL-BP-101-27503-20111021-170118-C4-scripted,-40.502758620689654
words-BABEL-BP-101-59544-20111027-163830-SB-scripted,-53.42222857142857
words-BABEL-BP-101-34930-20111023-235809-O6-scripted,-41.82444897959184
words-BABEL-BP-101-89619-20111029-202007-S0-scripted,-34.81026605504587
words-BABEL-BP-101-17080-20111020-181939-L3-scripted,-37.16850980392157
words-BABEL-BP-101-61822-20111022-194610-S0-scripted,-43.115674157303374
words-BABEL-BP-101-84540-20111102-201916-S5-scripted,-36.3787108433735
words-BABEL-BP-101-58137-20111121-193459-O6-scripted,-26.44355319148936
words-BABEL-BP-101-40510-20111126-145303-T2-scripted,-30.419417910447763
words-BABEL-BP-101-90313-20111019-153126-L2-scripted,-38.858365079365086
words-BABEL-BP-101-31917-20111124-142108-C2-scripted,-34.011825396825394
words-BABEL-BP-101-47906-20111119-124434-O5-scripted,-28.67963768115942
words-BABEL-BP-101-61119-20111125-204107-S8-scripted,-42.07500793650794
words-BABEL-BP-101-61762-20111028-175059-S3-scripted,-33.809825000000004
words-BABEL-BP-101-49306-20111130-171813-I1-scripted,-20.904666666666667
words-BABEL-BP-101-19147-20111021-171810-C1-scripted,-25.697589285714287
words-BABEL-BP-101-73761-20111115-123720-O6-scripted,-36.98295238095238
words-BABEL-BP-101-74317-20111115-152201-C1-scripted,-27.61722857142857
words-BABEL-BP-101-25021-20111018-194326-O5-scripted,-41.512232142857144
words-BABEL-BP-101-39080-20111124-175635-O6-scripted,-27.902338461538463
words-BABEL-BP-101-59028-20111130-194657-S6-scripted,-37.2101
words-BABEL-BP-101-18950-20111127-141327-SA-scripted,-40.54872368421053
words-BABEL-BP-101-19147-20111021-171646-O1-scripted,-25.247041666666664
words-BABEL-BP-101-17093-20111124-152518-S7-scripted,-38.02529
words-BABEL-BP-101-69295-20111130-001315-C5-scripted,-34.41031632653061
words-BABEL-BP-101-72330-20111021-172628-S5-scripted,-46.75909708737864
words-BABEL-BP-101-91979-20111019-192659-O3-scripted,-29.737623076923075
words-BABEL-BP-101-49864-20111023-190328-D3-scripted,-25.659354166666663
words-BABEL-BP-101-79495-20111017-194513-S9-scripted,-41.146806818181815
words-BABEL-BP-101-61119-20111125-204018-S3-scripted,-33.81193827160494
words-BABEL-BP-101-76341-20111027-123954-S2-scripted,-38.40849411764706
words-BABEL-BP-101-24608-20111019-185157-I1-scripted,-25.122577419354837
words-BABEL-BP-101-17572-20111116-153418-M1-scripted,-46.811416666666666
words-BABEL-BP-101-95650-20111019-142202-O5-scripted,-32.55151282051282
words-BABEL-BP-101-68545-20111121-125419-M1-scripted,-30.517138888888887
words-BABEL-BP-101-89818-20111019-175058-I2-scripted,-26.951047619047618
words-BABEL-BP-101-56117-20111120-222343-L1-scripted,-34.20092207792208
words-BABEL-BP-101-91905-20111120-205353-N1-scripted,-34.051397058823525
words-BABEL-BP-101-76661-20111024-185147-A1-scripted,-39.686007936507934
words-BABEL-BP-101-68129-20111120-131330-L1-scripted,-37.815
words-BABEL-BP-101-27619-20111102-195356-T2-scripted,-38.756392857142856
words-BABEL-BP-101-58536-20111103-194638-SA-scripted,-42.14959130434783
words-BABEL-BP-101-35576-20111118-124324-A1-scripted,-28.852500000000003
words-BABEL-BP-101-93192-20111020-123637-T1-scripted,-35.02706060606061
words-BABEL-BP-101-74395-20111117-132609-O7-scripted,-28.1723
words-BABEL-BP-101-58536-20111103-194849-I1-scripted,-23.376145833333336
words-BABEL-BP-101-84088-20111020-182301-C2-scripted,-43.414412698412704
words-BABEL-BP-101-88506-20111115-193709-T1-scripted,-29.99210144927536
words-BABEL-BP-101-45511-20111025-195734-C4-scripted,-40.440666666666665
words-BABEL-BP-101-45702-20111130-124833-S1-scripted,-38.434125
words-BABEL-BP-101-84335-20111116-201701-M1-scripted,-41.67225
words-BABEL-BP-101-37094-20111019-180758-SC-scripted,-45.30750793650794
words-BABEL-BP-101-40346-20111018-163205-O7-scripted,-35.79957037037037
words-BABEL-BP-101-11422-20111019-142840-D1-scripted,-41.54486363636363
words-BABEL-BP-101-23719-20111103-141058-S8-scripted,-44.00159793814433
words-BABEL-BP-101-24642-20111129-125808-S8-scripted,-49.806468253968255
words-BABEL-BP-101-44836-20111119-152010-C6-scripted,-34.93160317460317
words-BABEL-BP-101-93192-20111020-123839-M1-scripted,-37.83005769230769
words-BABEL-BP-101-20582-20111023-155623-C1-scripted,-41.059260273972605
words-BABEL-BP-101-58923-20111021-130724-L1-scripted,-42.88361538461538
words-BABEL-BP-101-39080-20111124-175602-L2-scripted,-30.932953846153847
words-BABEL-BP-101-89965-20111129-173124-SB-scripted,-48.878
words-BABEL-BP-101-58357-20111122-153119-L2-scripted,-29.517971428571425
words-BABEL-BP-101-58536-20111103-194702-D2-scripted,-42.715964285714286
words-BABEL-BP-101-15473-20111031-124604-O6-scripted,-34.02621428571429
words-BABEL-BP-101-45678-20111020-151942-C4-scripted,-37.33202
words-BABEL-BP-101-29335-20111121-161027-S8-scripted,-41.974528735632184
words-BABEL-BP-101-25934-20111011-172823-D2-scripted,-40.082047619047614
words-BABEL-BP-101-57629-20111018-143613-SC-scripted,-48.55596551724138
words-BABEL-BP-101-87481-20111129-125728-T3-scripted,-34.508761904761904
words-BABEL-BP-101-96283-20111115-151636-S8-scripted,-41.31262365591398
words-BABEL-BP-101-83362-20111018-184206-S2-scripted,-45.23203896103897
words-BABEL-BP-101-23571-20111128-230517-S6-scripted,-37.03011111111111
words-BABEL-BP-101-80786-20111030-201858-C2-scripted,-42.26321875
words-BABEL-BP-101-49306-20111130-171235-C1-scripted,-28.201485294117646
words-BABEL-BP-101-20582-20111023-155650-O3-scripted,-29.864679245283018
words-BABEL-BP-101-59961-20111031-202259-T3-scripted,-45.49551612903226
words-BABEL-BP-101-10900-20111029-153756-S8-scripted,-40.10634831460674
words-BABEL-BP-101-46243-20111020-201324-D3-scripted,-37.90593548387097
words-BABEL-BP-101-58357-20111122-153209-O5-scripted,-34.70664285714286
words-BABEL-BP-101-38912-20111120-211514-S2-scripted,-39.44124770642201
words-BABEL-BP-101-88243-20111024-184915-S6-scripted,-29.819918032786887
words-BABEL-BP-101-94223-20111026-212803-L3-scripted,-36.51731325301205
words-BABEL-BP-101-84335-20111116-201542-O3-scripted,-36.18707142857143
words-BABEL-BP-101-53544-20111205-185006-S2-scripted,-36.018487603305786
words-BABEL-BP-101-85948-20111020-165400-O4-scripted,-27.422913333333334
words-BABEL-BP-101-38912-20111120-211225-L2-scripted,-28.41712605042017
words-BABEL-BP-101-48188-20111117-203531-S1-scripted,-39.31066666666667
words-BABEL-BP-101-15881-20111024-135848-S0-scripted,-40.582938144329894
words-BABEL-BP-101-89674-20111025-183841-O7-scripted,-27.035500000000003
words-BABEL-BP-101-75020-20111020-151147-C4-scripted,-35.68888888888889
words-BABEL-BP-101-44836-20111119-152503-SC-scripted,-39.93080733944954
words-BABEL-BP-101-25236-20111129-192210-S3-scripted,-39.24683720930233
words-BABEL-BP-101-59961-20111031-202056-SA-scripted,-38.5170625
words-BABEL-BP-101-36502-20111025-142648-O2-scripted,-34.80829090909091
words-BABEL-BP-101-63459-20111120-161846-C2-scripted,-32.73870422535211
words-BABEL-BP-101-93151-20111023-183109-S0-scripted,-36.50896
words-BABEL-BP-101-28161-20111024-173036-D2-scripted,-40.438725
words-BABEL-BP-101-83791-20111017-203059-M1-scripted,-49.99173015873016
words-BABEL-BP-101-94696-20111203-185746-I2-scripted,-23.0681675
words-BABEL-BP-101-20320-20111027-203619-O5-scripted,-32.92366666666666
words-BABEL-BP-101-38108-20111125-150237-O3-scripted,-33.34652
words-BABEL-BP-101-94223-20111026-212634-O6-scripted,-27.808627450980392
words-BABEL-BP-101-99856-20111125-181710-T2-scripted,-39.24589285714286
words-BABEL-BP-101-10973-20111019-175906-C4-scripted,-38.446446808510636
words-BABEL-BP-101-92321-20111125-150626-S8-scripted,-34.68342201834862
words-BABEL-BP-101-76944-20111114-204141-A1-scripted,-49.37525490196078
words-BABEL-BP-101-77802-20111125-184733-D3-scripted,-22.099702127659572
words-BABEL-BP-101-80817-20111125-180258-S4-scripted,-41.919468253968255
words-BABEL-BP-101-20740-20111125-193621-M1-scripted,-47.29086904761905
words-BABEL-BP-101-37094-20111019-180557-O6-scripted,-46.678892857142856
words-BABEL-BP-101-88464-20111119-192201-S0-scripted,-37.03524719101124
words-BABEL-BP-101-59454-20111117-200643-N1-scripted,-29.99808
words-BABEL-BP-101-37110-20111019-201418-SA-scripted,-42.17529885057471
words-BABEL-BP-101-29444-20111024-200527-SC-scripted,-41.39055963302752
words-BABEL-BP-101-39997-20111124-150129-M1-scripted,-43.3344880952381
words-BABEL-BP-101-77348-20111018-165550-I1-scripted,-37.706495454545454
words-BABEL-BP-101-97650-20111126-141701-C5-scripted,-41.67022950819672
words-BABEL-BP-101-53464-20111020-124842-N1-scripted,-44.325686746987955
words-BABEL-BP-101-74404-20111020-182232-O2-scripted,-41.87385714285715
words-BABEL-BP-101-87564-20111130-173830-S6-scripted,-35.58535064935065
words-BABEL-BP-101-88294-20111026-021115-D3-scripted,-30.323754716981135
words-BABEL-BP-101-58357-20111122-153425-S0-scripted,-39.16214285714286
words-BABEL-BP-101-45931-20111021-152026-S7-scripted,-42.74135106382979
words-BABEL-BP-101-36383-20111129-173626-T3-scripted,-37.64794047619048
words-BABEL-BP-101-95034-20111126-191815-C1-scripted,-27.940983050847457
words-BABEL-BP-101-77348-20111018-165158-M1-scripted,-40.34963157894737
words-BABEL-BP-101-99571-20111024-161845-L1-scripted,-35.322629629629624
words-BABEL-BP-101-91409-20111023-173306-C4-scripted,-31.22455952380952
words-BABEL-BP-101-28161-20111024-172659-O3-scripted,-30.0814
words-BABEL-BP-101-28675-20111118-183137-O3-scripted,-24.325519230769228
words-BABEL-BP-101-95650-20111019-142452-S3-scripted,-43.73395789473684
words-BABEL-BP-101-82484-20111103-152116-S2-scripted,-39.99934090909091
words-BABEL-BP-101-32295-20111111-142016-D1-scripted,-35.65976530612245
words-BABEL-BP-101-76661-20111024-184514-O2-scripted,-52.88187096774193
words-BABEL-BP-101-86419-20111019-205320-C2-scripted,-46.36631666666666
words-BABEL-BP-101-68295-20111124-173849-O5-scripted,-29.928913793103447
words-BABEL-BP-101-46603-20111128-202500-C1-scripted,-27.809753846153846
words-BABEL-BP-101-64205-20111203-124116-S1-scripted,-35.8372619047619
words-BABEL-BP-101-53824-20111115-171757-D2-scripted,-34.74366666666666
words-BABEL-BP-101-84943-20111020-140459-O3-scripted,-30.574327586206895
words-BABEL-BP-101-41513-20111121-135703-SB-scripted,-37.18351111111111
words-BABEL-BP-101-79495-20111017-194616-O5-scripted,-41.88032142857143
words-BABEL-BP-101-88243-20111024-184848-A1-scripted,-21.453404255319146
words-BABEL-BP-101-49541-20111104-190604-O5-scripted,-36.93848333333334
words-BABEL-BP-101-15873-20111026-125411-O2-scripted,-44.41607936507937
words-BABEL-BP-101-11036-20111019-190821-C2-scripted,-43.82316363636363
words-BABEL-BP-101-61119-20111125-203533-C1-scripted,-29.982129032258065
words-BABEL-BP-101-89630-20111125-185855-I1-scripted,-30.517857142857142
words-BABEL-BP-101-16406-20111102-234113-D1-scripted,-40.048785714285714
words-BABEL-BP-101-50409-20111204-155319-C3-scripted,-36.6053738317757
words-BABEL-BP-101-15473-20111031-124648-C5-scripted,-37.72614285714286
words-BABEL-BP-101-31441-20111026-001107-O4-scripted,-31.945244897959185
words-BABEL-BP-101-93091-20111022-180201-D1-scripted,-31.787799999999997
words-BABEL-BP-101-37210-20111102-170420-S5-scripted,-41.510738095238096
words-BABEL-BP-101-22903-20111116-130015-I2-scripted,-23.0473675
words-BABEL-BP-101-56648-20111126-181118-S5-scripted,-43.10811428571429
words-BABEL-BP-101-15460-20111120-190605-S4-scripted,-38.40219540229885
words-BABEL-BP-101-90730-20111024-185612-O7-scripted,-39.28035714285714
words-BABEL-BP-101-35932-20111022-195801-O1-scripted,-26.41711764705882
words-BABEL-BP-101-20740-20111125-193821-SA-scripted,-37.67113095238095
words-BABEL-BP-101-40123-20111129-175629-C4-scripted,-31.69441095890411
words-BABEL-BP-101-86419-20111019-205544-T2-scripted,-42.47327083333334
words-BABEL-BP-101-92735-20111024-165546-S3-scripted,-42.29218556701031
words-BABEL-BP-101-87634-20111019-144508-O1-scripted,-26.79371935483871
words-BABEL-BP-101-60183-20111129-190158-O7-scripted,-27.800573770491805
words-BABEL-BP-101-73761-20111115-124016-A1-scripted,-29.757106382978726
words-BABEL-BP-101-22910-20111028-183714-O4-scripted,-35.893791666666665
words-BABEL-BP-101-29444-20111024-200444-T2-scripted,-40.149208333333334
words-BABEL-BP-101-10973-20111019-180057-D3-scripted,-35.10612903225806
words-BABEL-BP-101-20408-20111101-202513-D2-scripted,-49.67044047619048
words-BABEL-BP-101-66798-20111026-140632-S8-scripted,-50.44250793650794
words-BABEL-BP-101-90506-20111026-180200-SA-scripted,-36.14588888888889
words-BABEL-BP-101-74884-20111030-141319-S6-scripted,-37.533564705882355
words-BABEL-BP-101-14936-20111026-200845-D3-scripted,-45.18266666666667
words-BABEL-BP-101-10973-20111019-180147-O4-scripted,-40.59653125
words-BABEL-BP-101-89619-20111029-201641-C4-scripted,-40.11319230769231
words-BABEL-BP-101-31441-20111026-001100-SA-scripted,-46.1131037735849
words-BABEL-BP-101-10973-20111019-180129-L3-scripted,-42.77940579710145
words-BABEL-BP-101-55944-20111124-174320-L3-scripted,-34.77222340425532
words-BABEL-BP-101-89818-20111019-175210-O6-scripted,-33.435702702702706
words-BABEL-BP-101-60110-20111102-205904-S7-scripted,-40.535361111111115
words-BABEL-BP-101-59544-20111027-164100-S2-scripted,-38.96154237288136
words-BABEL-BP-101-21430-20111027-140835-S0-scripted,-39.49642574257426
words-BABEL-BP-101-23167-20111026-192702-S6-scripted,-43.144817073170735
words-BABEL-BP-101-61446-20111019-150255-A1-scripted,-33.499138095238095
words-BABEL-BP-101-26017-20111030-200437-I1-scripted,-20.56626530612245
words-BABEL-BP-101-16266-20111027-144522-SA-scripted,-38.198652631578945
words-BABEL-BP-101-94226-20111125-134436-O6-scripted,-31.8856
words-BABEL-BP-101-56117-20111120-222407-I2-scripted,-24.399302564102566
words-BABEL-BP-101-41513-20111121-135332-O1-scripted,-28.193380952380956
words-BABEL-BP-101-93643-20111021-151854-O1-scripted,-28.62167741935484
words-BABEL-BP-101-76733-20111128-131558-D2-scripted,-37.99632142857143
words-BABEL-BP-101-70511-20111119-195958-T3-scripted,-32.68088524590164
words-BABEL-BP-101-34930-20111023-235938-O4-scripted,-42.20572222222222
words-BABEL-BP-101-92735-20111024-165413-SA-scripted,-43.79442727272727
words-BABEL-BP-101-81321-20111028-120635-T3-scripted,-37.99102380952381
words-BABEL-BP-101-32452-20111022-133314-L3-scripted,-40.65839705882353
words-BABEL-BP-101-96283-20111115-150720-T1-scripted,-33.28686274509804
words-BABEL-BP-101-87107-20111028-183618-O4-scripted,-24.65422448979592
words-BABEL-BP-101-31980-20111025-124208-L2-scripted,-38.64184705882353
words-BABEL-BP-101-82484-20111103-151757-I2-scripted,-30.509625
words-BABEL-BP-101-91406-20111114-215530-D3-scripted,-26.949954545454545
words-BABEL-BP-101-43383-20111019-133700-C5-scripted,-43.70142372881356
words-BABEL-BP-101-28675-20111118-183209-S9-scripted,-42.05697619047619
