utterance,loglikelihood
words-BABEL-BP-101-90393-20111103-165919-outLine-503-2-509-51,-43.23706349206349
words-BABEL-BP-101-90393-20111103-165919-outLine-509-51-517-2,-41.173605263157896
words-BABEL-BP-101-90393-20111103-165919-outLine-517-2-523-2,-43.98023333333333
words-BABEL-BP-101-90393-20111103-165919-outLine-523-2-527-47,-51.25083333333333
words-BABEL-BP-101-90393-20111103-165919-outLine-539-13-546-25,-45.70421126760563
words-BABEL-BP-101-90393-20111103-165919-outLine-546-25-553-19,-43.73402898550725
words-BABEL-BP-101-90393-20111103-165919-outLine-553-19-556-84,-45.77111111111111
words-BABEL-BP-101-90393-20111103-165919-outLine-556-84-562-85,-37.564433333333334
words-BABEL-BP-101-90393-20111103-165919-outLine-562-85-569-86,-43.06205714285714
words-BABEL-BP-101-90393-20111103-165919-outLine-569-86-573-99,-49.701853658536585
words-BABEL-BP-101-90393-20111103-165919-outLine-579-13-587-65,-53.937164705882346
words-BABEL-BP-101-90393-20111103-165919-outLine-587-65-591-91,-56.84797619047619
words-BABEL-BP-101-78514-20111026-204851-outLine-8-94-14-56,-35.87208928571429
words-BABEL-BP-101-78514-20111026-204851-outLine-14-56-19-24,-38.73497826086957
words-BABEL-BP-101-78514-20111026-204851-outLine-27-03-34-26,-33.00184722222222
words-BABEL-BP-101-78514-20111026-204851-outLine-39-23-42-6,-48.63736363636363
words-BABEL-BP-101-78514-20111026-204851-outLine-48-47-54-3,-41.525844827586205
words-BABEL-BP-101-78514-20111026-204851-outLine-54-3-57-58,-44.69396875
words-BABEL-BP-101-78514-20111026-204851-outLine-78-67-86-51,-20.568820512820512
words-BABEL-BP-101-78514-20111026-204851-outLine-106-09-111-32,-28.013596153846155
words-BABEL-BP-101-78514-20111026-204851-outLine-111-32-119-57,-29.465560975609755
words-BABEL-BP-101-78514-20111026-204851-outLine-119-57-126-2,-25.110818181818182
words-BABEL-BP-101-78514-20111026-204851-outLine-126-2-129-63,-34.69308823529412
words-BABEL-BP-101-78514-20111026-204851-outLine-129-63-136-06,-31.408609375
words-BABEL-BP-101-78514-20111026-204851-outLine-136-06-145-06,-27.275066666666664
words-BABEL-BP-101-78514-20111026-204851-outLine-145-06-149-78,-37.206723404255314
words-BABEL-BP-101-78514-20111026-204851-outLine-149-78-156-88,-44.375885714285715
words-BABEL-BP-101-78514-20111026-204851-outLine-164-28-168-53,-51.35588095238096
words-BABEL-BP-101-78514-20111026-204851-outLine-168-53-174-33,-39.232224137931034
words-BABEL-BP-101-78514-20111026-204851-outLine-174-33-179-37,-28.44498
words-BABEL-BP-101-78514-20111026-204851-outLine-179-37-187-96,-45.14608235294118
words-BABEL-BP-101-78514-20111026-204851-outLine-187-96-192-14,-45.01760975609756
words-BABEL-BP-101-78514-20111026-204851-outLine-197-12-203-76,-27.94510606060606
words-BABEL-BP-101-78514-20111026-204851-outLine-203-76-212-72,-23.794337078651683
words-BABEL-BP-101-78514-20111026-204851-outLine-217-29-223-23,-23.828152542372884
words-BABEL-BP-101-78514-20111026-204851-outLine-223-23-230-61,-26.92064383561644
words-BABEL-BP-101-78514-20111026-204851-outLine-230-61-237-32,-37.0424328358209
words-BABEL-BP-101-78514-20111026-204851-outLine-237-32-246-32,-26.02895555555556
words-BABEL-BP-101-78514-20111026-204851-outLine-246-32-253-24,-33.88002898550725
words-BABEL-BP-101-78514-20111026-204851-outLine-253-24-259-63,-41.838857142857144
words-BABEL-BP-101-78514-20111026-204851-outLine-259-63-266-05,-23.70721875
words-BABEL-BP-101-78514-20111026-204851-outLine-266-05-272-97,-24.795391304347827
words-BABEL-BP-101-78514-20111026-204851-outLine-272-97-277-64,-36.33771739130435
words-BABEL-BP-101-78514-20111026-204851-outLine-277-64-286-16,-36.00418823529412
words-BABEL-BP-101-78514-20111026-204851-outLine-286-16-295-03,-25.14472727272727
words-BABEL-BP-101-78514-20111026-204851-outLine-295-03-303-87,-28.11590909090909
words-BABEL-BP-101-78514-20111026-204851-outLine-303-87-311-57,-23.26646052631579
words-BABEL-BP-101-78514-20111026-204851-outLine-311-57-319-59,-34.2600625
words-BABEL-BP-101-78514-20111026-204851-outLine-319-59-326-2,-31.924090909090907
words-BABEL-BP-101-78514-20111026-204851-outLine-326-2-332-98,-24.34862686567164
words-BABEL-BP-101-78514-20111026-204851-outLine-332-98-336-22,-23.88993125
words-BABEL-BP-101-78514-20111026-204851-outLine-347-02-352-11,-28.839340000000004
words-BABEL-BP-101-78514-20111026-204851-outLine-352-11-356-96,-30.294541666666664
words-BABEL-BP-101-78514-20111026-204851-outLine-356-96-363-86,-40.78027536231884
words-BABEL-BP-101-78514-20111026-204851-outLine-372-45-377-32,-24.65370833333333
words-BABEL-BP-101-78514-20111026-204851-outLine-377-32-380-69,-39.72427272727273
words-BABEL-BP-101-78514-20111026-204851-outLine-386-54-390-57,-28.0209
words-BABEL-BP-101-78514-20111026-204851-outLine-390-57-398-21,-39.67898684210527
words-BABEL-BP-101-78514-20111026-204851-outLine-398-21-404-86,-27.84678787878788
words-BABEL-BP-101-78514-20111026-204851-outLine-404-86-410-73,-35.05220689655172
words-BABEL-BP-101-78514-20111026-204851-outLine-410-73-415-37,-39.23910869565218
words-BABEL-BP-101-78514-20111026-204851-outLine-415-37-420-67,-34.943867924528305
words-BABEL-BP-101-78514-20111026-204851-outLine-420-67-426-48,-38.69827586206897
words-BABEL-BP-101-78514-20111026-204851-outLine-426-48-429-83,-39.658848484848484
words-BABEL-BP-101-78514-20111026-204851-outLine-437-24-442-87,-31.303589285714285
words-BABEL-BP-101-78514-20111026-204851-outLine-442-87-449-52,-27.49562121212121
words-BABEL-BP-101-78514-20111026-204851-outLine-449-52-456-5,-32.927217391304346
words-BABEL-BP-101-78514-20111026-204851-outLine-456-5-460-46,-41.007666666666665
words-BABEL-BP-101-78514-20111026-204851-outLine-467-92-476-68,-38.483781609195404
words-BABEL-BP-101-78514-20111026-204851-outLine-476-68-483-59,-31.54576811594203
words-BABEL-BP-101-78514-20111026-204851-outLine-483-59-491-4,-42.76484615384615
words-BABEL-BP-101-78514-20111026-204851-outLine-491-4-496-79,-48.59115094339623
words-BABEL-BP-101-78514-20111026-204851-outLine-503-72-511-23,-30.746826666666667
words-BABEL-BP-101-78514-20111026-204851-outLine-517-45-524-96,-34.18312
words-BABEL-BP-101-78514-20111026-204851-outLine-524-96-528-94,-27.33828205128205
words-BABEL-BP-101-78514-20111026-204851-outLine-528-94-536-6,-44.08136842105264
words-BABEL-BP-101-78514-20111026-204851-outLine-536-6-541-69,-23.967660000000002
words-BABEL-BP-101-78514-20111026-204851-outLine-541-69-547-6,-30.76637288135593
words-BABEL-BP-101-78514-20111026-204851-outLine-554-03-561-44,-32.14405405405405
words-BABEL-BP-101-78514-20111026-204851-outLine-561-44-569-59,-44.71914814814815
words-BABEL-BP-101-78514-20111026-204851-outLine-575-27-583-42,-15.277950617283949
words-BABEL-BP-101-78514-20111026-204851-outLine-583-42-591-96,-26.96314117647059
words-BABEL-BP-101-71741-20111026-164112-outLine-8-51-17-39,-33.31454545454545
words-BABEL-BP-101-71741-20111026-164112-outLine-17-39-22-81,-26.727
words-BABEL-BP-101-71741-20111026-164112-outLine-22-81-27-71,-39.88722448979592
words-BABEL-BP-101-71741-20111026-164112-outLine-27-71-34-12,-32.133328125
words-BABEL-BP-101-71741-20111026-164112-outLine-34-12-42-0,-50.817320512820515
words-BABEL-BP-101-71741-20111026-164112-outLine-42-0-49-45,-31.055986486486486
words-BABEL-BP-101-71741-20111026-164112-outLine-49-45-52-69,-41.42790625
words-BABEL-BP-101-71741-20111026-164112-outLine-52-69-61-22,-37.72963529411764
words-BABEL-BP-101-71741-20111026-164112-outLine-61-22-69-14,-39.01455696202532
words-BABEL-BP-101-71741-20111026-164112-outLine-69-14-76-05,-55.27697101449275
words-BABEL-BP-101-71741-20111026-164112-outLine-76-05-83-01,-45.42042028985507
words-BABEL-BP-101-71741-20111026-164112-outLine-83-01-91-92,-46.378966292134834
words-BABEL-BP-101-71741-20111026-164112-outLine-91-92-97-84,-48.268593220338985
words-BABEL-BP-101-71741-20111026-164112-outLine-97-84-103-59,-38.65608771929824
words-BABEL-BP-101-71741-20111026-164112-outLine-103-59-110-85,-41.94215277777778
words-BABEL-BP-101-71741-20111026-164112-outLine-110-85-113-85,-47.580666666666666
words-BABEL-BP-101-71741-20111026-164112-outLine-113-85-120-49,-34.76759090909091
words-BABEL-BP-101-71741-20111026-164112-outLine-120-49-125-05,-30.463
words-BABEL-BP-101-71741-20111026-164112-outLine-125-05-130-88,-32.559741379310346
words-BABEL-BP-101-71741-20111026-164112-outLine-130-88-139-75,-29.22901136363636
words-BABEL-BP-101-71741-20111026-164112-outLine-139-75-145-51,-33.78877192982456
words-BABEL-BP-101-71741-20111026-164112-outLine-145-51-149-11,-44.065527777777774
words-BABEL-BP-101-71741-20111026-164112-outLine-149-11-155-85,-35.96710447761194
words-BABEL-BP-101-71741-20111026-164112-outLine-159-67-163-61,-27.12274358974359
words-BABEL-BP-101-71741-20111026-164112-outLine-163-61-171-09,-35.16648648648649
words-BABEL-BP-101-71741-20111026-164112-outLine-171-09-177-46,-35.192238095238096
words-BABEL-BP-101-71741-20111026-164112-outLine-177-46-185-27,-43.18598717948718
words-BABEL-BP-101-71741-20111026-164112-outLine-185-27-189-71,-34.80229545454545
words-BABEL-BP-101-71741-20111026-164112-outLine-189-71-197-2,-42.15398648648649
words-BABEL-BP-101-71741-20111026-164112-outLine-197-2-201-22,-39.7298
words-BABEL-BP-101-71741-20111026-164112-outLine-201-22-204-42,-35.887903225806454
words-BABEL-BP-101-71741-20111026-164112-outLine-204-42-210-51,-41.388083333333334
words-BABEL-BP-101-71741-20111026-164112-outLine-210-51-217-06,-41.40690769230769
words-BABEL-BP-101-71741-20111026-164112-outLine-217-06-220-25,-39.36648387096775
words-BABEL-BP-101-71741-20111026-164112-outLine-220-25-226-02,-40.062017543859646
words-BABEL-BP-101-71741-20111026-164112-outLine-226-02-231-23,-47.570596153846154
words-BABEL-BP-101-71741-20111026-164112-outLine-231-23-236-16,-50.11171428571429
words-BABEL-BP-101-71741-20111026-164112-outLine-236-16-243-39,-46.83076388888889
words-BABEL-BP-101-71741-20111026-164112-outLine-243-39-250-1,-41.97374626865672
words-BABEL-BP-101-71741-20111026-164112-outLine-250-1-254-05,-29.568564102564103
words-BABEL-BP-101-71741-20111026-164112-outLine-254-05-258-67,-46.13704347826087
words-BABEL-BP-101-71741-20111026-164112-outLine-258-67-266-08,-37.394513513513516
words-BABEL-BP-101-71741-20111026-164112-outLine-266-08-274-72,-45.73474418604651
words-BABEL-BP-101-71741-20111026-164112-outLine-274-72-283-2,-41.5614880952381
words-BABEL-BP-101-71741-20111026-164112-outLine-283-2-291-2,-36.509100000000004
words-BABEL-BP-101-71741-20111026-164112-outLine-291-2-296-0,-27.144291666666664
words-BABEL-BP-101-71741-20111026-164112-outLine-300-54-303-83,-41.0001875
words-BABEL-BP-101-71741-20111026-164112-outLine-303-83-309-78,-45.85620338983051
words-BABEL-BP-101-71741-20111026-164112-outLine-309-78-317-7,-43.66445569620253
words-BABEL-BP-101-71741-20111026-164112-outLine-317-7-321-83,-38.54473170731708
words-BABEL-BP-101-71741-20111026-164112-outLine-321-83-327-21,-45.90839622641509
words-BABEL-BP-101-71741-20111026-164112-outLine-327-21-334-18,-44.80195652173913
words-BABEL-BP-101-71741-20111026-164112-outLine-334-18-342-67,-53.33844047619048
words-BABEL-BP-101-71741-20111026-164112-outLine-342-67-346-52,-46.43078947368421
words-BABEL-BP-101-71741-20111026-164112-outLine-346-52-352-71,-50.82060655737705
words-BABEL-BP-101-71741-20111026-164112-outLine-352-71-360-84,-45.87533333333334
words-BABEL-BP-101-71741-20111026-164112-outLine-360-84-366-34,-47.60161818181818
words-BABEL-BP-101-71741-20111026-164112-outLine-372-12-379-48,-50.44264383561644
words-BABEL-BP-101-71741-20111026-164112-outLine-379-48-388-34,-47.92777272727273
words-BABEL-BP-101-71741-20111026-164112-outLine-388-34-393-24,-113.3410612244898
words-BABEL-BP-101-71741-20111026-164112-outLine-393-24-400-6,-51.922835616438356
words-BABEL-BP-101-71741-20111026-164112-outLine-400-6-407-75,-49.760816901408454
words-BABEL-BP-101-71741-20111026-164112-outLine-407-75-411-01,-50.80509375
words-BABEL-BP-101-71741-20111026-164112-outLine-411-01-419-94,-50.884842696629214
words-BABEL-BP-101-71741-20111026-164112-outLine-419-94-426-93,-44.939115942028984
words-BABEL-BP-101-71741-20111026-164112-outLine-426-93-431-3,-34.472860465116284
words-BABEL-BP-101-71741-20111026-164112-outLine-431-3-438-99,-37.40296052631579
words-BABEL-BP-101-71741-20111026-164112-outLine-438-99-446-38,-40.629999999999995
words-BABEL-BP-101-71741-20111026-164112-outLine-446-38-452-61,-21.90667741935484
words-BABEL-BP-101-71741-20111026-164112-outLine-452-61-458-85,-40.057967741935485
words-BABEL-BP-101-71741-20111026-164112-outLine-458-85-463-62,-54.29959574468085
words-BABEL-BP-101-71741-20111026-164112-outLine-463-62-470-57,-39.017014492753624
words-BABEL-BP-101-71741-20111026-164112-outLine-470-57-474-24,-31.459944444444446
words-BABEL-BP-101-71741-20111026-164112-outLine-474-24-480-95,-45.1974328358209
words-BABEL-BP-101-71741-20111026-164112-outLine-480-95-486-17,-42.2185
words-BABEL-BP-101-71741-20111026-164112-outLine-486-17-490-41,-52.07704761904762
words-BABEL-BP-101-71741-20111026-164112-outLine-490-41-496-09,-42.624624999999995
words-BABEL-BP-101-71741-20111026-164112-outLine-496-09-502-92,-37.373441176470585
words-BABEL-BP-101-71741-20111026-164112-outLine-502-92-506-64,-29.248675675675678
words-BABEL-BP-101-71741-20111026-164112-outLine-506-64-515-28,-35.510418604651164
words-BABEL-BP-101-71741-20111026-164112-outLine-515-28-518-43,-42.17393548387097
words-BABEL-BP-101-71741-20111026-164112-outLine-518-43-521-88,-50.407264705882355
words-BABEL-BP-101-71741-20111026-164112-outLine-521-88-525-95,-52.672875
words-BABEL-BP-101-71741-20111026-164112-outLine-525-95-533-32,-46.36264383561644
words-BABEL-BP-101-71741-20111026-164112-outLine-533-32-541-37,-34.2412125
words-BABEL-BP-101-71741-20111026-164112-outLine-541-37-548-78,-44.93056756756757
words-BABEL-BP-101-71741-20111026-164112-outLine-548-78-552-38,-45.607055555555554
words-BABEL-BP-101-71741-20111026-164112-outLine-552-38-557-94,-34.755945454545454
words-BABEL-BP-101-71741-20111026-164112-outLine-557-94-566-7,-32.523
words-BABEL-BP-101-71741-20111026-164112-outLine-566-7-573-24,-38.79476923076923
words-BABEL-BP-101-71741-20111026-164112-outLine-573-24-581-84,-50.32268604651163
words-BABEL-BP-101-71741-20111026-164112-outLine-581-84-590-79,-39.74779775280899
words-BABEL-BP-101-32295-20111111-144923-inLine-7-46-11-49,-46.966375
words-BABEL-BP-101-32295-20111111-144923-inLine-11-49-20-07,-48.39289411764705
words-BABEL-BP-101-32295-20111111-144923-inLine-20-07-27-71,-47.57253947368421
words-BABEL-BP-101-32295-20111111-144923-inLine-27-71-35-75,-55.560125000000006
words-BABEL-BP-101-32295-20111111-144923-inLine-35-75-41-17,-53.29637037037037
words-BABEL-BP-101-32295-20111111-144923-inLine-41-17-44-7,-42.80285714285714
words-BABEL-BP-101-32295-20111111-144923-inLine-44-7-53-44,-54.123678160919546
words-BABEL-BP-101-32295-20111111-144923-inLine-53-44-61-52,-49.3614125
words-BABEL-BP-101-32295-20111111-144923-inLine-61-52-66-04,-50.148155555555554
words-BABEL-BP-101-32295-20111111-144923-inLine-66-04-74-29,-56.65815853658537
words-BABEL-BP-101-32295-20111111-144923-inLine-74-29-77-96,-51.55619444444444
words-BABEL-BP-101-32295-20111111-144923-inLine-77-96-82-26,-50.32562790697674
words-BABEL-BP-101-32295-20111111-144923-inLine-82-26-89-17,-49.34659420289855
words-BABEL-BP-101-32295-20111111-144923-inLine-89-17-92-27,-53.38516666666667
words-BABEL-BP-101-32295-20111111-144923-inLine-92-27-97-69,-44.07740740740741
words-BABEL-BP-101-32295-20111111-144923-inLine-97-69-101-85,-52.46587804878049
words-BABEL-BP-101-32295-20111111-144923-inLine-101-85-109-82,-50.674455696202536
words-BABEL-BP-101-32295-20111111-144923-inLine-109-82-116-34,-52.49849230769231
words-BABEL-BP-101-32295-20111111-144923-inLine-116-34-122-81,-54.138828125
words-BABEL-BP-101-32295-20111111-144923-inLine-122-81-128-74,-48.539457627118644
words-BABEL-BP-101-32295-20111111-144923-inLine-128-74-134-85,-54.317
words-BABEL-BP-101-32295-20111111-144923-inLine-134-85-138-95,-52.35665
words-BABEL-BP-101-32295-20111111-144923-inLine-138-95-146-28,-56.56617808219178
words-BABEL-BP-101-32295-20111111-144923-inLine-146-28-154-33,-51.8765375
words-BABEL-BP-101-32295-20111111-144923-inLine-154-33-160-69,-45.59860317460318
words-BABEL-BP-101-32295-20111111-144923-inLine-160-69-167-12,-49.27384375
words-BABEL-BP-101-32295-20111111-144923-inLine-167-12-172-85,-48.45364912280702
words-BABEL-BP-101-32295-20111111-144923-inLine-172-85-177-71,-53.04447916666667
words-BABEL-BP-101-32295-20111111-144923-inLine-177-71-185-94,-54.417780487804876
words-BABEL-BP-101-32295-20111111-144923-inLine-185-94-191-42,-52.74287037037037
words-BABEL-BP-101-32295-20111111-144923-inLine-200-41-203-49,-46.932233333333336
words-BABEL-BP-101-32295-20111111-144923-inLine-203-49-212-03,-56.1104
words-BABEL-BP-101-32295-20111111-144923-inLine-212-03-219-24,-51.558902777777774
words-BABEL-BP-101-32295-20111111-144923-inLine-219-24-228-24,-57.16852222222223
words-BABEL-BP-101-32295-20111111-144923-inLine-228-24-236-09,-53.76934615384615
words-BABEL-BP-101-32295-20111111-144923-inLine-236-09-242-37,-48.232354838709675
words-BABEL-BP-101-32295-20111111-144923-inLine-242-37-251-35,-49.467
words-BABEL-BP-101-32295-20111111-144923-inLine-251-35-255-27,-46.477487179487184
words-BABEL-BP-101-32295-20111111-144923-inLine-255-27-263-17,-54.43430379746836
words-BABEL-BP-101-32295-20111111-144923-inLine-263-17-267-32,-56.51753658536585
words-BABEL-BP-101-32295-20111111-144923-inLine-267-32-274-65,-53.07654794520548
words-BABEL-BP-101-32295-20111111-144923-inLine-274-65-282-61,-52.850645569620255
words-BABEL-BP-101-32295-20111111-144923-inLine-282-61-288-48,-49.10668965517242
words-BABEL-BP-101-32295-20111111-144923-inLine-288-48-293-51,-50.60308
words-BABEL-BP-101-32295-20111111-144923-inLine-293-51-300-67,-54.52571830985916
words-BABEL-BP-101-32295-20111111-144923-inLine-300-67-308-43,-51.000740259740255
words-BABEL-BP-101-32295-20111111-144923-inLine-308-43-313-94,-46.84565454545454
words-BABEL-BP-101-32295-20111111-144923-inLine-313-94-316-96,-49.03856666666666
words-BABEL-BP-101-32295-20111111-144923-inLine-316-96-319-99,-33.64403333333333
words-BABEL-BP-101-32295-20111111-144923-inLine-319-99-326-72,-54.69444776119403
words-BABEL-BP-101-32295-20111111-144923-inLine-326-72-331-88,-49.268274509803916
words-BABEL-BP-101-32295-20111111-144923-inLine-331-88-340-88,-45.35371111111111
words-BABEL-BP-101-32295-20111111-144923-inLine-340-88-348-14,-56.199152777777776
words-BABEL-BP-101-32295-20111111-144923-inLine-348-14-351-19,-53.200633333333336
words-BABEL-BP-101-32295-20111111-144923-inLine-351-19-357-84,-49.66809090909091
words-BABEL-BP-101-32295-20111111-144923-inLine-357-84-363-23,-46.64071698113208
words-BABEL-BP-101-32295-20111111-144923-inLine-363-23-367-64,-50.4315
words-BABEL-BP-101-32295-20111111-144923-inLine-367-64-376-18,-54.05049411764706
words-BABEL-BP-101-32295-20111111-144923-inLine-376-18-384-71,-52.625447058823525
words-BABEL-BP-101-32295-20111111-144923-inLine-384-71-389-39,-58.60741304347825
words-BABEL-BP-101-32295-20111111-144923-inLine-389-39-396-77,-57.0042602739726
words-BABEL-BP-101-32295-20111111-144923-inLine-396-77-403-04,-52.13445161290322
words-BABEL-BP-101-32295-20111111-144923-inLine-403-04-407-96,-56.92387755102041
words-BABEL-BP-101-32295-20111111-144923-inLine-407-96-416-9,-57.11251685393258
words-BABEL-BP-101-32295-20111111-144923-inLine-426-55-433-58,-50.37791428571429
words-BABEL-BP-101-32295-20111111-144923-inLine-433-58-442-3,-51.448068965517244
words-BABEL-BP-101-32295-20111111-144923-inLine-442-3-448-8,-57.147200000000005
words-BABEL-BP-101-32295-20111111-144923-inLine-448-8-455-73,-56.38133333333333
words-BABEL-BP-101-32295-20111111-144923-inLine-455-73-460-49,-44.38765957446808
words-BABEL-BP-101-32295-20111111-144923-inLine-460-49-464-35,-46.508526315789474
words-BABEL-BP-101-32295-20111111-144923-inLine-464-35-473-06,-52.80196551724138
words-BABEL-BP-101-32295-20111111-144923-inLine-473-06-478-94,-49.28237931034483
words-BABEL-BP-101-32295-20111111-144923-inLine-478-94-483-37,-54.12156818181818
words-BABEL-BP-101-32295-20111111-144923-inLine-483-37-489-65,-42.216967741935484
words-BABEL-BP-101-32295-20111111-144923-inLine-489-65-495-53,-55.220862068965516
words-BABEL-BP-101-32295-20111111-144923-inLine-495-53-500-24,-54.10578723404256
words-BABEL-BP-101-32295-20111111-144923-inLine-500-24-508-78,-52.04104705882352
words-BABEL-BP-101-32295-20111111-144923-inLine-508-78-514-59,-54.214724137931036
words-BABEL-BP-101-32295-20111111-144923-inLine-514-59-519-04,-55.28179545454545
words-BABEL-BP-101-32295-20111111-144923-inLine-519-04-526-56,-51.92993333333333
words-BABEL-BP-101-32295-20111111-144923-inLine-526-56-534-89,-53.759987951807226
words-BABEL-BP-101-32295-20111111-144923-inLine-534-89-543-73,-49.798852272727274
words-BABEL-BP-101-32295-20111111-144923-inLine-543-73-552-73,-57.790733333333336
words-BABEL-BP-101-32295-20111111-144923-inLine-552-73-556-63,-55.52652631578947
words-BABEL-BP-101-32295-20111111-144923-inLine-556-63-559-97,-50.91312121212121
words-BABEL-BP-101-32295-20111111-144923-inLine-559-97-564-18,-45.69985714285714
words-BABEL-BP-101-32295-20111111-144923-inLine-564-18-569-54,-109.15628301886792
words-BABEL-BP-101-32295-20111111-144923-inLine-569-54-573-58,-56.814874999999994
words-BABEL-BP-101-32295-20111111-144923-inLine-573-58-578-78,-47.44880392156863
words-BABEL-BP-101-32295-20111111-144923-inLine-578-78-584-96,-54.31406557377049
words-BABEL-BP-101-32295-20111111-144923-inLine-584-96-590-17,-52.793211538461534
words-BABEL-BP-101-32295-20111111-144923-inLine-590-17-593-86,-54.043388888888884
words-BABEL-BP-101-14666-20111122-125103-outLine-7-41-13-43,-33.884433333333334
words-BABEL-BP-101-14666-20111122-125103-outLine-13-43-16-97,-37.966857142857144
words-BABEL-BP-101-14666-20111122-125103-outLine-16-97-21-84,-33.62891666666667
words-BABEL-BP-101-14666-20111122-125103-outLine-21-84-28-49,-27.268
words-BABEL-BP-101-14666-20111122-125103-outLine-28-49-35-92,-33.38151351351351
words-BABEL-BP-101-14666-20111122-125103-outLine-35-92-42-95,-31.043342857142857
words-BABEL-BP-101-14666-20111122-125103-outLine-42-95-50-93,-31.033367088607594
words-BABEL-BP-101-14666-20111122-125103-outLine-50-93-59-7,-36.12648275862069
words-BABEL-BP-101-14666-20111122-125103-outLine-59-7-64-28,-38.77437777777778
words-BABEL-BP-101-14666-20111122-125103-outLine-69-39-77-29,-35.40445569620253
words-BABEL-BP-101-14666-20111122-125103-outLine-77-29-85-38,-36.5979125
words-BABEL-BP-101-14666-20111122-125103-outLine-85-38-92-13,-37.43616417910448
words-BABEL-BP-101-14666-20111122-125103-outLine-92-13-101-01,-41.88579545454545
words-BABEL-BP-101-14666-20111122-125103-outLine-101-01-108-11,-41.96034285714286
words-BABEL-BP-101-14666-20111122-125103-outLine-112-07-120-14,-40.557975
words-BABEL-BP-101-14666-20111122-125103-outLine-120-14-128-97,-46.975772727272734
words-BABEL-BP-101-14666-20111122-125103-outLine-128-97-134-19,-41.704846153846155
words-BABEL-BP-101-14666-20111122-125103-outLine-150-94-158-59,-33.38201315789473
words-BABEL-BP-101-14666-20111122-125103-outLine-158-59-166-22,-34.78065789473684
words-BABEL-BP-101-14666-20111122-125103-outLine-166-22-173-41,-33.65543661971831
words-BABEL-BP-101-14666-20111122-125103-outLine-188-48-196-62,-32.93956790123457
words-BABEL-BP-101-14666-20111122-125103-outLine-196-62-204-85,-29.042865853658537
words-BABEL-BP-101-14666-20111122-125103-outLine-204-85-213-07,-34.39531707317073
words-BABEL-BP-101-14666-20111122-125103-outLine-213-07-221-75,-31.796499999999998
words-BABEL-BP-101-14666-20111122-125103-outLine-225-97-230-0,-35.789249999999996
words-BABEL-BP-101-14666-20111122-125103-outLine-247-09-255-77,-32.78329069767442
words-BABEL-BP-101-14666-20111122-125103-outLine-255-77-263-92,-29.861049382716047
words-BABEL-BP-101-14666-20111122-125103-outLine-287-6-292-83,-40.555519230769235
words-BABEL-BP-101-14666-20111122-125103-outLine-292-83-300-57,-42.997181818181815
words-BABEL-BP-101-14666-20111122-125103-outLine-300-57-307-72,-40.89274647887324
words-BABEL-BP-101-14666-20111122-125103-outLine-307-72-314-01,-41.46646774193548
words-BABEL-BP-101-14666-20111122-125103-outLine-314-01-320-77,-31.98158208955224
words-BABEL-BP-101-14666-20111122-125103-outLine-320-77-323-86,-35.49146666666666
words-BABEL-BP-101-14666-20111122-125103-outLine-323-86-330-35,-37.51146875
words-BABEL-BP-101-14666-20111122-125103-outLine-330-35-333-5,-41.98051612903226
words-BABEL-BP-101-14666-20111122-125103-outLine-333-5-336-89,-36.27015151515151
words-BABEL-BP-101-14666-20111122-125103-outLine-336-89-345-36,-36.53494047619048
words-BABEL-BP-101-14666-20111122-125103-outLine-345-36-350-37,-30.520799999999998
words-BABEL-BP-101-14666-20111122-125103-outLine-350-37-355-01,-45.502847826086956
words-BABEL-BP-101-14666-20111122-125103-outLine-355-01-363-77,-33.239977011494254
words-BABEL-BP-101-14666-20111122-125103-outLine-363-77-371-44,-34.112736842105264
words-BABEL-BP-101-14666-20111122-125103-outLine-377-25-385-57,-27.633204819277108
words-BABEL-BP-101-14666-20111122-125103-outLine-401-67-406-18,-45.53384444444445
words-BABEL-BP-101-14666-20111122-125103-outLine-419-22-424-31,-42.63194000000001
words-BABEL-BP-101-14666-20111122-125103-outLine-424-31-428-0,-33.53597222222223
words-BABEL-BP-101-14666-20111122-125103-outLine-428-0-436-65,-39.74383720930232
words-BABEL-BP-101-14666-20111122-125103-outLine-436-65-444-82,-44.34118518518518
words-BABEL-BP-101-14666-20111122-125103-outLine-452-61-457-03,-45.316931818181814
words-BABEL-BP-101-14666-20111122-125103-outLine-479-06-482-37,-48.764878787878786
words-BABEL-BP-101-14666-20111122-125103-outLine-491-06-495-2,-35.02097560975609
words-BABEL-BP-101-14666-20111122-125103-outLine-510-7-514-2,-46.117285714285714
words-BABEL-BP-101-14666-20111122-125103-outLine-514-2-518-08,-41.8423947368421
words-BABEL-BP-101-14666-20111122-125103-outLine-518-08-523-0,-33.745571428571424
words-BABEL-BP-101-14666-20111122-125103-outLine-523-0-527-89,-42.631770833333334
words-BABEL-BP-101-14666-20111122-125103-outLine-527-89-534-44,-40.81470769230769
words-BABEL-BP-101-14666-20111122-125103-outLine-534-44-541-13,-38.152469696969696
words-BABEL-BP-101-14666-20111122-125103-outLine-541-13-545-3,-45.80604878048781
words-BABEL-BP-101-14666-20111122-125103-outLine-553-72-561-08,-37.724136986301374
words-BABEL-BP-101-14666-20111122-125103-outLine-571-76-575-98,-43.94316666666667
words-BABEL-BP-101-14666-20111122-125103-outLine-575-98-583-33,-44.107109589041094
words-BABEL-BP-101-14666-20111122-125103-outLine-583-33-589-39,-31.056283333333333
